,attendance_rate,participation_rate
2688,0.95,0.0
2689,0.74,1.95
2690,1.0,0.68
2691,1.0,0.37
2692,0.89,0.0
2693,1.0,1.63
2694,1.0,0.63
2695,0.84,0.58
2696,0.74,1.26
2697,1.0,1.89
2698,1.0,0.47
2699,0.79,1.47
2700,0.68,0.0
2701,0.95,0.0
2702,0.16,0.0
2703,0.74,0.0
2704,0.74,0.0
2705,0.26,0.26
2706,0.53,0.0
2707,0.84,1.42
2708,1.0,0.47
2709,0.47,0.0
2710,1.0,0.11
2711,0.84,0.0
2712,0.95,0.37
2713,0.95,0.0
2714,0.95,0.0
2715,0.95,0.0
2716,1.0,0.0
2717,1.0,0.0
2718,0.79,0.0
2719,0.95,0.0
2720,0.89,0.0
2721,0.74,1.42
2722,0.68,0.0
2723,0.47,0.63
2724,0.89,0.0
2725,1.0,0.0
2726,0.84,0.53
2727,0.63,0.32
2728,0.63,0.32
2729,0.95,0.0
2730,0.58,1.89
2731,0.53,0.0
2732,0.95,1.89
2733,0.84,1.84
2734,1.0,0.68
2735,1.0,1.37
2736,0.89,1.21
2737,0.89,1.21
2738,1.0,0.16
2739,0.68,0.0
2740,0.05,0.0
2741,0.95,0.0
2742,0.58,0.0
2743,0.63,0.0
2744,0.16,0.0
2745,0.37,0.0
2746,0.42,0.0
2747,0.89,1.89
2748,0.68,0.0
2749,0.53,1.32
2750,0.95,0.11
2751,0.84,0.0
2752,0.84,0.05
2753,0.84,0.11
2754,0.84,0.11
2755,0.79,0.0
2756,0.79,0.0
2757,0.42,0.0
2758,0.84,1.16
2759,0.68,1.16
2760,1.0,1.32
2761,1.0,1.32
2762,1.0,1.32
2763,0.95,1.74
2764,0.63,1.68
2765,0.37,0.0
2766,1.0,2.0
2767,1.0,1.84
2768,1.0,1.84
2769,0.16,0.0
2770,0.63,0.0
2771,0.95,0.0
2772,0.89,0.0
2773,1.0,0.0
2774,0.84,1.16
2775,0.95,1.11
2776,0.89,0.32
2777,0.74,1.26
2778,0.89,0.0
2779,0.95,0.58
2780,1.0,1.05
2781,1.0,0.0
2782,0.95,0.42
2783,1.0,1.95
2784,0.95,0.0
2785,1.0,0.79
2786,0.79,0.0
2787,0.89,0.47
2788,1.0,0.84
2789,0.89,0.0
2790,0.89,1.37
2791,1.0,0.32
2792,1.0,1.0
2793,0.26,0.0
2794,0.84,1.89
2795,0.79,1.68
2796,0.89,1.0
2797,0.89,1.32
2798,0.79,0.0
2799,0.79,0.0
2800,0.84,0.0
2801,0.84,0.0
2802,0.84,0.0
2803,0.95,0.0
2804,0.53,0.63
2805,1.0,0.0
2806,1.0,1.32
2807,0.89,1.84
2808,0.79,1.11
2809,1.0,0.0
2810,1.0,1.21
2811,0.95,1.16
2812,0.95,0.0
2813,0.84,0.0
2814,0.95,1.32
2815,0.63,2.05
2816,0.89,0.53
2817,0.95,1.42
2818,0.79,0.26
2819,0.95,1.89
2820,0.89,0.53
2821,1.0,0.84
2822,1.0,0.0
2823,0.95,0.74
2824,0.89,0.0
2825,0.42,0.0
2826,1.0,0.0
2827,0.89,0.68
2828,0.95,0.26
2829,0.95,0.11
2830,1.0,0.0
2831,1.0,1.68
2832,0.79,1.58
2833,0.89,0.0
2834,0.95,0.0
2835,0.95,1.16
2836,0.89,0.74
2837,1.0,0.42
2838,0.95,0.0
2839,0.95,1.79
2840,0.26,0.0
2841,0.89,0.0
2842,0.95,1.21
2843,0.95,0.26
2844,0.89,0.0
2845,1.0,0.0
2846,1.0,0.58
2847,0.95,1.0
2848,0.95,1.32
2849,1.0,1.0
2850,0.84,1.47
2851,0.63,0.0
2852,0.95,1.11
2853,0.74,1.42
2854,1.0,0.11
2855,0.95,1.42
2856,1.0,1.05
2857,0.32,0.21
2858,0.63,0.84
2859,0.95,1.84
2860,0.95,0.0
2861,0.63,0.16
2862,0.58,1.42
2863,1.0,1.26
2864,0.89,0.84
2865,0.63,0.79
2866,0.95,1.79
2867,1.0,0.0
2868,1.0,1.42
2869,,0.0
2870,,0.0
2871,0.84,0.0
2872,1.0,1.53
2873,1.0,0.16
2874,0.95,0.0
2875,0.95,0.0
2876,0.58,0.0
2877,0.79,1.58
2878,1.0,0.0
2879,0.89,0.0
2880,0.95,1.42
2881,1.0,0.0
2882,1.0,0.89
2883,0.42,1.74
2884,0.84,0.0
2885,1.0,1.68
2886,0.95,0.84
2887,0.84,0.63
2888,1.0,1.05
2889,0.74,1.95
2890,0.95,1.79
2891,,0.0
2892,0.42,0.0
2893,0.35,0.04
2894,,0.0
2895,,0.0
2896,,0.0
2897,,0.0
2898,0.58,0.0
2899,0.88,0.96
2900,1.0,0.62
2901,1.0,0.0
2902,,0.0
2903,1.0,0.0
2904,0.92,0.5
2905,0.85,0.12
2906,1.0,0.0
2907,0.96,0.77
2908,1.0,1.46
2909,0.96,0.0
2910,0.15,0.08
2911,0.77,0.65
2912,1.0,0.0
2913,0.77,1.19
2914,0.38,0.0
2915,0.85,0.81
2916,,0.0
2917,,0.0
2918,,0.0
2919,0.88,0.0
2920,,0.0
2921,,0.0
2922,,0.0
2923,0.62,0.0
2924,0.96,0.85
2925,0.92,0.0
2926,1.0,0.0
2927,0.77,0.0
2928,,0.0
2929,0.88,1.23
2930,0.85,0.77
2931,1.0,1.23
2932,1.0,0.08
2933,1.0,0.0
2934,0.73,2.04
2935,0.85,1.15
2936,0.92,0.88
2937,0.92,0.27
2938,0.69,1.81
2939,0.85,2.0
2940,1.0,0.0
2941,0.92,0.35
2942,0.12,0.0
2943,0.92,0.0
2944,0.92,0.0
2945,0.35,0.0
2946,1.0,0.85
2947,0.88,1.19
2948,1.0,0.0
2949,0.46,0.0
2950,0.96,0.23
2951,0.38,0.0
2952,1.0,1.85
2953,0.96,0.0
2954,0.73,0.0
2955,1.0,0.42
2956,1.0,1.96
2957,0.92,1.88
2958,0.92,0.73
2959,1.0,1.04
2960,0.92,1.42
2961,0.77,0.08
2962,0.12,0.0
2963,0.27,0.0
2964,0.69,0.0
2965,0.96,1.19
2966,1.0,1.58
2967,,0.0
2968,0.96,0.0
2969,0.96,1.69
2970,0.96,1.65
2971,0.96,1.65
2972,0.96,1.65
2973,0.96,1.65
2974,0.35,0.58
2975,0.92,1.62
2976,1.0,0.0
2977,0.5,0.04
2978,0.92,0.85
2979,0.81,0.0
2980,0.92,0.69
2981,0.85,1.88
2982,0.58,1.38
2983,0.88,1.12
2984,1.0,1.38
2985,0.77,0.35
2986,0.5,0.0
2987,1.0,0.19
2988,0.85,1.88
2989,0.85,0.0
2990,0.54,0.0
2991,0.62,0.0
2992,0.73,0.0
2993,1.0,0.0
2994,0.31,1.0
2995,0.88,0.88
2996,0.96,1.88
2997,0.88,1.12
2998,0.5,1.85
2999,0.77,0.0
3000,0.46,0.0
3001,0.92,0.12
3002,0.35,0.0
3003,0.81,1.04
3004,0.81,1.04
3005,0.92,0.23
3006,0.88,2.12
3007,0.81,0.0
3008,0.88,0.85
3009,0.77,0.65
3010,0.73,0.0
3011,0.92,0.77
3012,0.96,1.46
3013,0.12,0.0
3014,0.92,1.96
3015,0.96,0.0
3016,0.65,0.62
3017,1.0,1.27
3018,1.0,0.15
3019,0.92,0.38
3020,0.96,0.0
3021,0.85,0.0
3022,0.96,0.0
3023,0.96,0.0
3024,0.38,0.0
3025,0.92,0.62
3026,0.69,0.19
3027,0.96,0.0
3028,0.77,0.0
3029,0.92,0.0
3030,0.96,0.0
3031,0.88,0.35
3032,0.81,1.81
3033,0.69,1.46
3034,1.0,0.0
3035,0.92,0.5
3036,1.0,0.0
3037,0.77,1.54
3038,0.42,0.0
3039,0.96,1.85
3040,0.96,1.77
3041,0.85,0.0
3042,1.0,0.0
3043,0.92,1.31
3044,1.0,0.73
3045,0.85,0.42
3046,0.08,0.0
3047,0.23,0.42
3048,0.58,1.81
3049,0.46,0.0
3050,0.62,1.69
3051,0.38,0.0
3052,0.73,0.0
3053,0.96,1.04
3054,1.0,1.38
3055,1.0,0.23
3056,0.65,1.23
3057,0.92,0.31
3058,0.88,1.38
3059,0.92,1.62
3060,0.35,1.62
3061,1.0,0.19
3062,1.0,0.0
3063,0.96,0.31
3064,1.0,0.0
3065,0.92,1.85
3066,0.81,0.23
3067,0.62,0.19
3068,0.77,0.42
3069,1.0,0.27
3070,0.69,0.0
3071,0.62,1.38
3072,1.0,0.0
3073,0.85,0.0
3074,0.69,0.65
3075,0.92,1.38
3076,0.77,0.0
3077,0.81,0.0
3078,0.92,0.0
3079,1.0,0.0
3080,0.65,1.38
3081,0.96,1.0
3082,0.42,1.77
3083,0.73,2.0
3084,0.81,1.92
3085,1.0,1.15
3086,0.96,1.31
3087,0.77,1.85
3088,0.58,1.96
3089,0.35,1.58
3090,0.92,0.73
3091,0.42,0.27
3092,1.0,0.27
3093,0.92,1.0
3094,0.96,1.77
3095,0.88,1.69
3096,0.96,1.08
3097,1.0,1.92
3098,0.81,1.92
3099,0.92,0.73
3100,0.88,0.42
3101,0.96,0.12
3102,0.38,0.0
3103,0.77,0.38
3104,0.88,1.23
3105,1.0,1.38
3106,0.96,0.0
3107,0.92,0.0
3108,0.65,0.0
3109,0.85,1.62
3110,0.08,1.77
3111,0.96,0.0
3112,0.88,1.5
3113,0.96,0.62
3114,0.19,1.04
3115,1.0,0.96
3116,,0.0
3117,,0.0
3118,1.0,1.69
3119,0.92,1.42
3120,1.0,1.31
3121,0.81,2.15
3122,0.96,0.15
3123,0.96,0.19
3124,1.0,1.69
3125,0.92,0.65
3126,0.96,1.5
3127,1.0,0.0
3128,1.0,1.69
3129,0.58,0.0
3130,0.92,0.54
3131,1.0,1.46
3132,1.0,0.12
3133,0.46,0.31
3134,1.0,1.69
3135,1.0,1.42
3136,0.85,0.88
3137,0.96,1.35
3138,,0.0
3139,0.9,0.0
3140,0.9,0.0
3141,,0.0
3142,0.95,0.29
3143,,0.0
3144,,0.0
3145,0.71,0.0
3146,0.95,0.38
3147,0.38,0.0
3148,0.95,0.0
3149,,0.0
3150,1.0,0.0
3151,0.62,0.0
3152,0.95,0.57
3153,0.95,0.05
3154,1.0,0.95
3155,1.0,0.0
3156,0.9,0.1
3157,0.95,1.29
3158,0.95,1.0
3159,0.81,1.81
3160,0.95,0.0
3161,1.0,1.81
3162,,0.0
3163,,0.0
3164,,0.0
3165,1.0,0.0
3166,,0.0
3167,,0.0
3168,,0.0
3169,0.71,0.0
3170,,0.0
3171,0.67,0.0
3172,1.0,0.0
3173,0.76,1.9
3174,0.57,0.24
3175,,0.0
3176,0.86,0.57
3177,0.86,0.76
3178,0.9,0.0
3179,0.71,0.0
3180,1.0,0.0
3181,0.95,1.62
3182,0.81,0.0
3183,0.9,0.19
3184,0.29,0.71
3185,0.14,1.62
3186,0.81,1.76
3187,1.0,0.9
3188,0.86,0.52
3189,1.0,0.0
3190,0.95,0.52
3191,0.62,0.0
3192,0.9,0.0
3193,1.0,1.86
3194,0.76,0.33
3195,1.0,2.0
3196,0.19,0.0
3197,0.9,0.14
3198,0.9,1.0
3199,0.86,0.86
3200,1.0,1.71
3201,0.95,0.0
3202,0.43,0.0
3203,0.95,1.52
3204,1.0,0.71
3205,0.86,1.1
3206,0.9,1.62
3207,0.9,1.0
3208,0.76,0.14
3209,0.9,0.19
3210,1.0,1.48
3211,0.19,0.0
3212,,0.0
3213,0.9,0.0
3214,0.71,1.29
3215,0.76,1.81
3216,0.95,0.0
3217,0.76,1.52
3218,0.95,0.0
3219,0.57,1.19
3220,1.0,0.0
3221,0.86,0.0
3222,0.52,0.0
3223,0.57,0.52
3224,0.57,0.24
3225,0.86,1.86
3226,1.0,0.86
3227,0.95,1.76
3228,0.52,0.05
3229,1.0,1.86
3230,0.95,0.62
3231,0.33,0.0
3232,0.86,0.0
3233,0.29,0.0
3234,0.95,0.0
3235,0.52,0.0
3236,0.86,1.24
3237,0.86,0.9
3238,0.71,1.9
3239,0.86,0.0
3240,1.0,0.0
3241,0.76,0.05
3242,1.0,1.1
3243,0.19,0.0
3244,0.48,0.0
3245,0.95,0.19
3246,0.81,1.95
3247,0.71,0.0
3248,0.81,1.52
3249,0.86,0.76
3250,1.0,1.14
3251,0.67,1.62
3252,1.0,0.0
3253,0.95,0.86
3254,0.1,0.0
3255,0.67,0.0
3256,0.81,0.43
3257,0.81,0.43
3258,0.81,0.43
3259,0.81,0.43
3260,1.0,0.05
3261,0.86,0.0
3262,0.95,0.71
3263,1.0,0.0
3264,0.86,0.0
3265,0.81,0.0
3266,1.0,1.48
3267,0.67,0.38
3268,0.95,1.67
3269,1.0,0.24
3270,0.9,0.0
3271,1.0,0.0
3272,0.81,0.0
3273,0.95,1.05
3274,0.76,1.43
3275,0.62,0.76
3276,0.71,0.0
3277,0.9,0.0
3278,0.95,0.0
3279,0.81,1.38
3280,0.9,0.0
3281,0.81,0.29
3282,0.9,1.76
3283,0.57,0.67
3284,0.67,0.43
3285,0.57,1.38
3286,1.0,0.0
3287,0.95,0.0
3288,0.57,0.52
3289,0.95,2.14
3290,0.81,0.0
3291,0.48,1.71
3292,0.52,0.0
3293,0.67,0.0
3294,0.62,0.71
3295,0.95,0.0
3296,1.0,1.76
3297,0.95,0.0
3298,0.81,1.38
3299,0.9,0.76
3300,0.9,1.76
3301,0.95,1.05
3302,1.0,1.24
3303,1.0,1.29
3304,1.0,0.14
3305,1.0,0.71
3306,1.0,0.0
3307,0.95,0.76
3308,1.0,1.86
3309,0.76,0.38
3310,0.95,0.38
3311,0.95,0.86
3312,1.0,0.0
3313,0.62,1.0
3314,1.0,0.0
3315,0.95,0.0
3316,0.81,0.0
3317,0.9,0.0
3318,0.05,0.0
3319,0.9,1.33
3320,1.0,0.0
3321,0.9,0.0
3322,1.0,0.76
3323,0.86,1.05
3324,0.86,0.29
3325,0.57,1.76
3326,1.0,1.57
3327,1.0,0.76
3328,0.9,0.9
3329,0.95,1.52
3330,0.57,2.0
3331,0.86,1.38
3332,0.9,0.05
3333,0.71,0.0
3334,0.71,1.52
3335,0.9,1.38
3336,0.86,1.1
3337,0.9,0.1
3338,0.86,0.52
3339,0.81,1.67
3340,1.0,1.62
3341,1.0,0.52
3342,0.95,0.0
3343,0.71,0.1
3344,1.0,0.0
3345,1.0,1.48
3346,1.0,0.33
3347,1.0,0.71
3348,1.0,2.1
3349,0.19,0.0
3350,0.81,0.0
3351,0.62,1.67
3352,0.9,1.67
3353,0.1,0.0
3354,1.0,0.0
3355,0.95,0.0
3356,0.81,1.1
3357,0.9,0.1
3358,0.52,0.38
3359,,0.0
3360,,0.0
3361,1.0,1.48
3362,1.0,1.05
3363,0.81,1.05
3364,0.62,0.43
3365,0.81,1.67
3366,0.43,1.95
3367,0.9,1.24
3368,1.0,0.76
3369,0.86,1.9
3370,0.9,1.67
3371,0.86,0.52
3372,0.48,1.9
3373,0.9,0.86
3374,0.95,1.33
3375,1.0,0.52
3376,0.62,0.76
3377,1.0,1.19
3378,0.9,0.0
3379,0.86,0.0
3380,,0.0
3381,0.69,0.38
3382,0.69,0.38
3383,,0.0
3384,,0.0
3385,,0.0
3386,,0.0
3387,,0.0
3388,0.94,2.06
3389,1.0,0.0
3390,0.94,2.19
3391,0.81,0.0
3392,0.94,1.88
3393,0.88,0.0
3394,0.94,1.31
3395,0.88,0.12
3396,0.88,0.56
3397,0.94,0.0
3398,1.0,2.12
3399,0.94,1.81
3400,1.0,0.06
3401,0.94,0.0
3402,1.0,0.0
3403,0.69,2.19
3404,1.0,0.12
3405,,0.0
3406,,0.0
3407,,0.0
3408,,0.0
3409,,0.0
3410,,0.0
3411,,0.0
3412,,0.0
3413,,0.0
3414,,0.0
3415,1.0,0.94
3416,1.0,0.06
3417,0.81,0.0
3418,,0.0
3419,0.75,1.56
3420,0.88,0.31
3421,1.0,0.94
3422,0.56,2.12
3423,1.0,0.44
3424,1.0,0.12
3425,0.44,2.12
3426,0.94,1.31
3427,1.0,0.5
3428,1.0,0.75
3429,0.75,1.56
3430,0.19,1.44
3431,0.94,1.5
3432,0.75,0.0
3433,0.81,2.25
3434,1.0,0.56
3435,1.0,0.38
3436,0.81,0.0
3437,0.75,1.06
3438,1.0,1.5
3439,0.88,0.19
3440,0.12,0.0
3441,0.69,1.56
3442,1.0,0.0
3443,0.62,2.12
3444,0.69,0.0
3445,1.0,0.5
3446,0.94,0.62
3447,1.0,0.0
3448,1.0,0.0
3449,0.94,0.0
3450,0.25,0.0
3451,0.5,0.0
3452,0.81,0.12
3453,0.81,2.06
3454,0.44,0.0
3455,0.88,0.0
3456,0.81,1.19
3457,0.44,0.0
3458,1.0,0.0
3459,1.0,0.0
3460,0.69,0.0
3461,0.94,1.19
3462,0.69,0.0
3463,0.38,0.0
3464,1.0,0.25
3465,0.94,1.5
3466,0.81,0.5
3467,1.0,1.38
3468,1.0,0.0
3469,0.81,0.0
3470,0.81,0.62
3471,0.62,1.75
3472,0.94,2.31
3473,1.0,0.25
3474,0.88,1.62
3475,0.94,1.56
3476,0.56,0.0
3477,0.06,0.0
3478,0.69,0.0
3479,0.75,0.0
3480,0.12,0.0
3481,0.06,0.0
3482,0.88,0.0
3483,1.0,1.81
3484,1.0,1.81
3485,1.0,1.81
3486,0.75,0.69
3487,0.81,1.19
3488,1.0,0.69
3489,0.88,0.0
3490,0.88,0.0
3491,0.88,0.0
3492,0.56,0.0
3493,0.88,0.0
3494,1.0,0.0
3495,0.62,0.0
3496,0.94,1.75
3497,0.25,2.25
3498,0.44,0.75
3499,0.88,0.0
3500,0.94,2.38
3501,0.31,0.0
3502,0.25,0.0
3503,0.94,2.0
3504,0.88,0.0
3505,0.88,0.0
3506,0.81,0.0
3507,1.0,0.0
3508,0.88,0.44
3509,0.56,1.19
3510,0.94,0.0
3511,1.0,2.31
3512,0.5,0.0
3513,0.94,0.81
3514,0.69,1.5
3515,0.94,0.0
3516,0.81,0.12
3517,1.0,2.31
3518,0.94,0.0
3519,0.94,1.5
3520,0.94,1.38
3521,0.56,0.0
3522,0.62,1.62
3523,1.0,0.5
3524,0.81,0.0
3525,0.88,0.0
3526,1.0,1.31
3527,0.81,0.0
3528,0.69,1.5
3529,0.75,0.5
3530,0.81,1.12
3531,1.0,1.62
3532,0.94,0.0
3533,0.94,0.0
3534,1.0,0.0
3535,0.94,1.56
3536,1.0,1.25
3537,0.88,0.0
3538,0.81,0.0
3539,0.94,1.69
3540,0.88,0.0
3541,1.0,0.31
3542,1.0,2.38
3543,1.0,1.81
3544,0.94,0.12
3545,0.94,1.44
3546,0.81,0.0
3547,0.69,0.0
3548,0.75,0.0
3549,0.81,0.94
3550,1.0,1.0
3551,1.0,1.12
3552,1.0,0.0
3553,0.56,0.12
3554,0.69,0.0
3555,0.88,0.0
3556,1.0,0.0
3557,0.81,1.31
3558,0.94,0.38
3559,0.88,0.0
3560,1.0,0.0
3561,0.94,1.75
3562,0.69,2.0
3563,0.88,0.0
3564,1.0,0.0
3565,1.0,0.62
3566,1.0,0.0
3567,0.5,0.0
3568,0.94,0.0
3569,0.88,1.88
3570,0.88,0.0
3571,0.88,0.0
3572,0.88,0.0
3573,0.81,0.25
3574,0.94,0.12
3575,0.94,0.56
3576,1.0,1.56
3577,1.0,1.88
3578,1.0,1.81
3579,1.0,1.88
3580,0.31,0.0
3581,0.75,0.69
3582,1.0,1.44
3583,0.69,0.06
3584,0.81,0.75
3585,1.0,0.81
3586,0.94,0.12
3587,0.69,0.25
3588,1.0,1.5
3589,0.5,0.0
3590,0.31,0.0
3591,1.0,0.0
3592,0.94,1.19
3593,0.56,0.62
3594,0.75,0.44
3595,0.94,0.38
3596,0.81,1.69
3597,1.0,0.0
3598,1.0,0.62
3599,,0.0
3600,,0.0
3601,0.88,0.0
3602,0.94,1.56
3603,0.94,0.0
3604,1.0,0.0
3605,1.0,0.31
3606,0.25,0.0
3607,0.94,1.75
3608,1.0,0.0
3609,0.94,0.0
3610,0.81,1.56
3611,0.94,0.0
3612,1.0,0.38
3613,0.75,2.0
3614,1.0,0.0
3615,1.0,1.94
3616,1.0,0.5
3617,0.88,0.5
3618,0.94,0.0
3619,0.81,1.0
3620,1.0,2.25
3621,,0.0
3622,1.0,0.0
3623,1.0,0.0
3624,1.0,0.0
3625,,0.0
3626,,0.0
3627,,0.0
3628,,0.0
3629,,0.0
3630,0.87,0.47
3631,0.87,0.47
3632,0.93,0.0
3633,0.93,1.73
3634,0.27,0.0
3635,0.8,2.07
3636,0.6,0.0
3637,0.93,0.73
3638,0.87,2.4
3639,0.8,1.0
3640,0.93,0.0
3641,0.93,2.07
3642,1.0,1.13
3643,1.0,0.0
3644,0.4,0.0
3645,0.73,0.0
3646,0.93,2.2
3647,0.93,0.0
3648,,0.0
3649,,0.0
3650,,0.0
3651,,0.0
3652,,0.0
3653,,0.0
3654,,0.0
3655,,0.0
3656,,0.0
3657,,0.0
3658,1.0,0.8
3659,1.0,0.47
3660,0.93,0.0
3661,,0.0
3662,0.87,1.8
3663,1.0,0.0
3664,0.67,2.47
3665,1.0,0.0
3666,0.6,1.93
3667,1.0,0.0
3668,1.0,0.33
3669,0.47,2.4
3670,0.87,0.73
3671,1.0,0.53
3672,0.87,0.0
3673,0.4,2.0
3674,0.27,1.53
3675,0.6,1.13
3676,1.0,1.47
3677,1.0,1.47
3678,1.0,0.47
3679,0.13,0.0
3680,0.4,0.0
3681,1.0,1.8
3682,0.87,0.87
3683,0.6,0.0
3684,0.93,0.33
3685,1.0,0.33
3686,1.0,1.07
3687,0.93,0.0
3688,0.53,0.53
3689,0.87,0.33
3690,0.53,0.0
3691,0.87,0.0
3692,0.2,0.93
3693,0.13,0.0
3694,0.93,1.87
3695,0.27,0.0
3696,0.67,0.0
3697,0.93,0.0
3698,1.0,1.93
3699,0.4,0.0
3700,0.73,2.53
3701,0.07,2.0
3702,0.87,2.13
3703,0.67,0.0
3704,1.0,2.6
3705,1.0,2.73
3706,1.0,0.13
3707,0.87,2.0
3708,0.8,2.33
3709,0.93,0.0
3710,0.07,0.0
3711,0.87,0.0
3712,0.87,0.0
3713,0.73,0.0
3714,0.73,0.0
3715,0.93,0.6
3716,0.93,0.6
3717,0.73,0.0
3718,0.73,0.0
3719,0.13,0.0
3720,0.67,0.0
3721,1.0,2.0
3722,1.0,2.0
3723,1.0,2.0
3724,0.67,1.53
3725,0.93,1.27
3726,0.13,0.0
3727,0.53,0.0
3728,0.67,0.0
3729,0.93,0.0
3730,1.0,0.0
3731,0.87,0.8
3732,0.2,2.2
3733,0.67,2.13
3734,0.8,1.47
3735,0.67,0.0
3736,0.13,2.33
3737,0.2,0.0
3738,0.13,0.0
3739,0.6,2.27
3740,0.73,0.07
3741,0.67,0.0
3742,0.93,0.0
3743,1.0,0.0
3744,0.8,1.33
3745,0.87,0.93
3746,0.87,0.0
3747,0.67,1.6
3748,0.93,0.0
3749,0.13,0.8
3750,0.53,0.47
3751,1.0,0.0
3752,0.87,0.33
3753,1.0,2.13
3754,1.0,0.0
3755,0.93,0.0
3756,0.93,1.73
3757,1.0,0.0
3758,0.87,0.6
3759,0.93,0.0
3760,0.93,0.0
3761,0.93,1.6
3762,0.47,0.0
3763,0.07,0.0
3764,0.67,1.6
3765,0.93,1.4
3766,1.0,1.53
3767,1.0,0.0
3768,1.0,0.0
3769,0.53,0.0
3770,1.0,0.0
3771,0.73,2.0
3772,0.87,0.27
3773,0.4,0.0
3774,0.93,0.0
3775,0.93,0.0
3776,0.93,2.13
3777,1.0,0.0
3778,0.8,0.73
3779,0.13,1.87
3780,0.33,0.0
3781,0.33,0.0
3782,0.93,1.73
3783,0.67,0.0
3784,0.87,0.0
3785,0.93,0.0
3786,0.8,0.67
3787,1.0,1.93
3788,1.0,1.33
3789,1.0,0.0
3790,1.0,1.0
3791,0.4,0.0
3792,0.87,0.0
3793,1.0,0.0
3794,0.93,0.4
3795,0.73,0.33
3796,0.73,0.0
3797,1.0,0.0
3798,1.0,1.87
3799,0.8,2.0
3800,0.6,0.0
3801,0.93,0.0
3802,1.0,0.0
3803,1.0,0.4
3804,0.8,1.0
3805,1.0,0.0
3806,0.93,0.0
3807,0.93,2.4
3808,0.07,0.0
3809,0.8,0.33
3810,0.93,0.0
3811,1.0,0.0
3812,1.0,0.0
3813,0.73,0.4
3814,0.87,0.27
3815,1.0,1.6
3816,1.0,1.67
3817,1.0,2.4
3818,1.0,1.27
3819,0.33,0.13
3820,0.67,0.0
3821,1.0,0.0
3822,0.53,1.0
3823,0.93,0.53
3824,0.8,0.2
3825,0.87,2.6
3826,0.87,2.33
3827,0.07,0.0
3828,0.33,1.07
3829,1.0,0.47
3830,0.87,2.47
3831,0.93,0.8
3832,0.67,0.0
3833,0.87,1.93
3834,0.93,0.0
3835,0.67,2.53
3836,,0.0
3837,,0.0
3838,0.93,0.0
3839,0.87,1.6
3840,1.0,0.0
3841,1.0,0.0
3842,0.6,0.2
3843,0.27,0.0
3844,0.93,2.47
3845,0.87,0.0
3846,0.87,0.0
3847,0.6,0.27
3848,0.8,0.0
3849,0.8,0.67
3850,0.87,2.13
3851,0.93,0.0
3852,0.8,1.8
3853,0.67,1.8
3854,1.0,0.93
3855,1.0,0.13
3856,0.93,2.33
3857,1.0,2.6
3858,,0.0
3859,1.0,0.0
3860,1.0,0.0
3861,0.67,0.0
3862,1.0,0.0
3863,1.0,0.0
3864,1.0,0.0
3865,1.0,0.0
3866,0.33,0.0
3867,1.0,0.0
3868,0.67,0.0
3869,1.0,0.0
3870,1.0,0.0
3871,1.0,0.0
3872,1.0,0.0
3873,1.0,0.0
3874,1.0,0.0
3875,0.67,0.0
3876,1.0,0.0
3877,1.0,0.0
3878,1.0,0.0
3879,1.0,0.0
3880,1.0,0.0
3881,1.0,0.0
3882,1.0,0.0
3883,1.0,0.0
3884,1.0,0.0
3885,1.0,0.0
3886,1.0,0.0
3887,1.0,0.0
3888,1.0,0.0
3889,1.0,0.0
3890,0.67,0.0
3891,1.0,0.0
3892,1.0,0.0
3893,1.0,0.0
3894,1.0,0.0
3895,1.0,0.0
3896,1.0,0.0
3897,1.0,0.0
3898,1.0,0.0
3899,1.0,0.0
3900,1.0,0.0
3901,1.0,0.0
3902,1.0,0.0
3903,1.0,0.0
3904,1.0,0.0
3905,1.0,0.0
3906,1.0,0.0
3907,1.0,0.0
3908,0.67,0.0
3909,1.0,0.0
3910,1.0,0.0
3911,0.33,0.0
3912,1.0,0.0
3913,1.0,0.0
3914,1.0,0.0
3915,1.0,0.0
3916,1.0,0.0
3917,1.0,0.0
3918,1.0,0.0
3919,1.0,0.0
3920,1.0,0.0
3921,,0.0
3922,1.0,0.0
3923,1.0,0.0
3924,1.0,0.0
3925,1.0,0.0
3926,1.0,0.0
3927,0.67,0.0
3928,1.0,0.0
3929,1.0,0.0
3930,1.0,0.0
3931,1.0,0.0
3932,1.0,0.0
3933,1.0,0.0
3934,1.0,0.0
3935,1.0,0.0
3936,1.0,0.0
3937,1.0,0.0
3938,1.0,0.0
3939,1.0,0.0
3940,,0.0
3941,,0.0
3942,,0.0
3943,,0.0
3944,,0.0
3945,,0.0
3946,,0.0
3947,1.0,0.0
3948,1.0,0.0
3949,1.0,0.0
3950,1.0,0.0
3951,1.0,0.0
3952,1.0,0.0
3953,1.0,0.0
3954,1.0,0.0
3955,1.0,0.0
3956,1.0,0.0
3957,1.0,0.0
3958,0.67,0.0
3959,1.0,0.0
3960,1.0,0.0
3961,1.0,0.0
3962,1.0,0.0
3963,1.0,0.0
3964,1.0,0.0
3965,1.0,0.0
3966,1.0,0.0
3967,1.0,0.0
3968,1.0,0.0
3969,1.0,0.0
3970,1.0,0.0
3971,0.33,0.0
3972,1.0,0.0
3973,1.0,0.0
3974,1.0,0.0
3975,1.0,0.0
3976,1.0,0.0
3977,1.0,0.0
3978,1.0,0.0
3979,1.0,0.0
3980,1.0,0.0
